Atom,Δx,Δy,Δz,Δr
27,0.008266094991666861,-0.005197198724999907,0.002285309841663974,0.010028052755685265
9,-0.019846016608333406,-0.0017756768250003496,-0.006967874958334619,0.021108497929508755
29,-0.01985328280833354,0.0017621057750005775,-0.006973181458331368,0.02111594456046849
63,-0.02021934530833336,0.04350814527500013,-0.012358342958332713,0.049543004255332666
11,-0.020222298208333434,-0.043520385624999935,-0.012359370158335992,0.04955521506850952
28,-0.048454962508333366,1.0095750004879278e-06,0.11268647404166643,0.12266264641139288
65,0.03869759839166642,0.032661981575,-0.032161203458333176,0.05998876702830827
45,0.03869185539166642,-0.03264780572500037,-0.032166756158336085,0.05998032255712572
10,0.0008372429916665425,0.0004973422750000356,-0.00324239365833634,0.003385475121931435
47,0.008269890691666504,0.005208430075000159,0.0022838169416630194,0.010036665567871904
64,0.032967597391666104,2.323750001309577e-07,-0.00777902745833714,0.03387293530284246
46,0.000865625591668362,-0.0004981800249999645,-0.003247450558333753,0.0033975617920918486
